NAME_SHORT;DE;DE;DE;DE;DE;DE;DE;DE
Quantile;q100;q97;q95;q90;q75;q67;q50;q30
50;0.4093139359628084;0.6108587621648496;0.553455283821124;0.09075480170613154;1.0;0.31083943090666055;0.17662159689086934;0.25287904736176964
51;0.46088119869360217;0.49458776968087587;0.4617634052294321;0.07744967295762559;0.8300927662877976;0.20305459048729052;0.12275542094776093;0.22039307976831635
52;0.519358300078611;0.5421662444700753;0.3187175730370406;0.05186109590316374;0.4771911952180912;0.19238762264070358;0.0964806333061771;0.18661103033906443
53;0.5943997012631951;0.5954929805001782;0.2582393956629294;0.05207521423362397;0.5383820619776714;0.20222163077395636;0.10689835928466782;0.15340498515833623
54;0.6721426332637248;0.6351748712039047;0.240637301865428;0.10812892942069663;0.6349607662584767;0.21979061206609815;0.2083837097081249;0.13887666907772167
55;0.7944192489895737;0.6874556344475695;0.21370737843474882;0.25781602483810456;0.7010732122221569;0.2499166721183325;0.36229423916156245;0.11572127206149119
56;0.8043531923305808;0.7098096756613712;0.20481048635107293;0.31334660578540574;0.7163867897437062;0.29187955916515645;0.47828148797114317;0.08426802561033658
57;0.658696618327629;0.7062839214233775;0.21347835884973632;0.30668222514272014;0.6704007058672189;0.2742862075244301;0.44459921205154657;0.08203872835035769
58;0.5458434706592397;0.675046494732342;0.18893239873948775;0.28042572570833274;0.6850178779947527;0.2632578714866467;0.3686009933945663;0.08611274644813852
59;0.4427399065767914;0.7662617889397052;0.13253172566118795;0.24163364055912737;1.0;0.2175535171851502;0.48284104853640625;0.09000114821040309
60;0.4700292914372415;0.6562680714762441;0.0933799755493919;0.23788645487068935;0.871840644473241;0.2144155462693881;0.5428216798234826;0.07531004397534471
61;0.3592630745639377;0.5106440759825064;0.08422903043879873;0.47157148563350115;0.7090066428924211;0.17179236856252333;0.7687360973916322;0.05068890020045134
62;0.21368056345790085;0.479721372589409;0.08346415920608308;1.0;0.6276633925976228;0.1295711475609001;1.0;0.07326660071407978
63;0.11665226941460019;0.4806538615364541;0.06929170322101555;1.0;0.6072586386160415;0.09710338785490702;1.0;0.12147398947266685
64;0.08032927657754507;0.38198042859746767;0.044746131105303906;1.0;0.5721159876817113;0.06215140985040624;1.0;0.21921193738269248
65;0.02793268083810329;0.32895666883389824;0.052456968709268616;1.0;0.6018562665977684;0.03108087872959841;0.0;0.41658530021503254
66;0.048133114052650035;0.3115685956755139;0.016506261583131017;0.0;0.56764934041464;0.0;0.0;1.0
67;0.128508382578795;0.35294641306182845;0.009952459373615916;0.0;0.5717809201393115;0.0;0.0;1.0
68;0.2620169392769833;0.6128268961593367;0.020234528186331806;0.0;0.5096300158422228;0.07480869386753553;0.0;0.6914873251473478
69;0.4746722583841747;0.7821277670759827;0.17138637942459778;0.0;0.5775173228080708;0.19406946829882024;0.0;0.5957302403954979
70;0.5401457226507869;0.6464599100307913;0.475839998204666;1.0;0.45307875037841744;0.32831053207125954;1.0;0.3522436291870431
71;0.5963115417166542;0.521557920741097;0.38246663352035176;1.0;0.4458584670542868;0.5703509379867154;1.0;0.15683434711405864
72;0.643305994767743;0.5522461150408361;0.4888138627226341;0.8596941838890115;0.7263955790095288;0.657105343049404;0.7651898298712058;0.16554717073837036
73;0.7331376013087887;0.5964111458025456;0.5324224269195473;0.4351197660428027;0.8676946276754214;0.8384821812301898;0.2735821268363277;0.1608994599606842
74;0.7208036762359843;0.6097933970678775;0.6640091024455458;0.24507951150074167;0.834936928843633;0.8405238431520456;0.09615296400823684;0.18103419409186394
75;0.6643385398613921;0.7211485978326693;0.7384116645935674;0.1695756912275478;0.7309942949719193;0.7437359437460976;0.048631755630316166;0.18988438954331321
76;0.5583350625733249;0.5408702827857642;0.7508918123586847;0.07231187819981622;0.6823716632081905;0.6356004307472455;0.060418787775133244;0.18564756071793273
77;0.5744451195738264;0.7364898858513749;0.657903158379562;0.01802276709975819;0.6250722488512718;0.5884637793804838;0.07866393318389112;0.17022284642211913
78;0.5792118392868223;0.8801570409984414;0.7261263042972855;0.01938416637688846;0.5814773477452532;0.471990734281691;0.13529865081844702;0.16279825190806224
79;0.5068079524275224;0.8716623924695764;0.6487940113171504;0.04732411877221102;0.5538051250127436;0.42314205250703574;0.1802356486033584;0.1818801465724406
80;0.4943275400889155;0.8143252898128633;0.6672704379017868;0.06637604853208781;0.5437539226926522;0.3909116939136573;0.20773820548898356;0.19449863838352627
81;0.47732476127062995;0.5872908683029094;0.718807121788261;0.12460512154603498;0.4789456218258158;0.47543188981222234;0.2224964086971259;0.2181587217975623
82;0.4084202148226924;0.5598706896630444;0.8085368254231311;0.1760959408550887;0.46016569378588906;0.532930554450729;0.27550946398064335;0.30500108004445553
83;0.3613477801192477;0.4950837900408865;0.7621588455895755;0.21837977365602884;0.6396552219126731;0.49143330154113;0.2950680012034312;0.34748439368045536
84;0.408113692370295;0.5917478948345553;0.7203236632841206;0.2232020532172515;0.6494085354806474;0.49581345269605265;0.3105205629166966;0.3174846971833071
85;0.36616818983078364;0.6895900369378416;0.7462613293717286;0.19791854616290017;0.6335611387666853;0.5140686283960714;0.2904157351220329;0.32023322482485217
86;0.3471887987796867;0.6573635298874806;0.7418302637283897;0.14492896029041913;0.6348888495726791;0.5214085005246389;0.29785606715625595;0.29164003951124934
87;0.4420348823455657;0.6403588516869184;0.8114226537201863;0.13057661767191756;0.6336837977079719;0.5614180203559267;0.3276189388599056;0.37143444032305867
88;0.4669683084740081;0.6113549226068837;0.9283971403689767;0.11316778713490117;0.5084678987442736;0.573524811534137;0.3360650538757093;0.45375321155715115
89;0.38947154486858193;0.519536540254681;1.0;0.09487626620707346;0.4388859617961636;0.5221606980572941;0.3332244831263412;0.46973424383709345
90;0.2951292234494197;0.4402865131530113;0.9763266239936431;0.09028754488580501;0.39298703374515676;0.49478625655273406;0.32084275058474904;0.4397616330242796
91;0.2409849675756008;0.3514289601000483;0.9796678401842404;0.08631607324887319;0.3018867398694681;0.4193963352935024;0.3372701757392336;0.40523553553984293
92;0.17804129033874913;0.27140660652886767;0.7427348717852421;0.07959470737379903;0.25725662439144065;0.33220914439085913;0.3392826508538834;0.31266013696844164
93;0.14800522661306598;0.22628126452871636;0.8252410460274233;0.08064902165555957;0.21566609408469267;0.30708638956340467;0.3110237926715763;0.2465514547063389
94;0.1817240564345352;0.1759948502263106;0.6941575888315562;0.06264889686970962;0.1760349091685816;0.27059358637348147;0.2750957119624462;0.20804178397900583
95;0.22482039373614732;0.18870819322927973;0.5950277739414017;0.02886236272441598;0.1908298078800997;0.2614001382612309;0.20843565725175003;0.15230687659742753
96;0.2144825788702075;0.187800863259237;0.4840888334617896;0.0005365418805785387;0.2039330083238273;0.26339632314890754;0.14542595963325924;0.10089665440935319
97;0.22454484889095683;0.2466876588233722;0.3745832879293385;0.0;0.2653510319695979;0.258509276624007;0.1065232943932953;0.06761223053072199
98;0.24176812962386532;0.32047983284905546;0.3728653206703393;0.0;0.2632974771715967;0.24647843600242844;0.06977129000963003;0.04664908094420247
99;0.26309665327792997;0.36886799260478015;0.38140847281271667;0.0;0.32705331715559405;0.26286757871802785;0.04095766667028547;0.0341102453171947
100;0.2725797963295397;0.3889063205357336;0.3811403174100817;0.0;0.3747905252136908;0.2920674304614146;0.030783630880807523;0.028585523951685773
101;0.2758553756650165;0.4020914368399277;0.3784512106140203;0.0;0.3999571057780919;0.30406754612265485;0.03869270331257733;0.03528132298614246
102;0.32013142554104534;0.4155248163108125;0.4419321100899948;0.0;0.40649999913992907;0.2694543694345483;0.07153369983764438;0.05191683349059962
103;0.3069257203071469;0.43646640533068115;0.4516386792828552;0.0;0.3836130590480056;0.22912457035822104;0.11847445410441071;0.07139260882282925
104;0.2440258631948398;0.4140398920424626;0.35330666871179445;0.0;0.49217514902258924;0.2634463286359068;0.1305047213361395;0.07126365970256276
105;0.2537363943025457;0.5038377692306064;0.44193185374557326;0.0;0.5167371758648333;0.2056642348437808;0.11025668833381039;0.04671496951097726
106;0.22512125624101093;0.40439592490475507;0.38682675631319247;0.0;0.44035715020455424;0.17551569209581186;0.11131499804094255;0.03632416122338308
107;0.17933339166077553;0.33140729840510824;0.35832870076976653;0.0;0.38087044762951694;0.19765121549640433;0.12041572093188369;0.051542158877319104
108;0.15942005956271368;0.24181516793105998;0.3139626653148093;0.0;0.33097500251333406;0.18000345896067294;0.12924457890065627;0.06764631898593487
109;0.13851870589258042;0.16262877960920732;0.20883514671827136;0.0;0.2080716830487953;0.11176472525065034;0.10408918250176238;0.04690821579415023
110;0.1388744664667146;0.14242749960220263;0.24887465009055118;0.0;0.20478710341434458;0.10538323792058077;0.10693575441081515;0.03624168203864974
111;0.1897231645438037;0.1347028416296354;0.34117440486173295;0.0;0.15396868103611772;0.13036152167809104;0.14832296660993805;0.03500260780368582
112;0.19926240441992923;0.10312811951448553;0.36682264587415336;0.0;0.1508822948118998;0.13898286527266715;0.15999172578135987;0.02853986844107733
113;0.1860699242951393;0.0784588553430495;0.31785447993410354;0.0;0.1571009919223296;0.11343163360884556;0.13527509133456334;0.02025185856587522
114;0.16153215973700358;0.0683955038839558;0.23772343980488234;0.0;0.1680499490198448;0.08610972332443523;0.1086649113822952;0.015001417715211372
115;0.15864178268965543;0.06228447745977154;0.1639945831220385;0.0;0.12753529294347013;0.0659383485290243;0.0938363037659358;0.012580684899100698
116;0.16549223517876802;0.054731480705321724;0.10806134832741768;0.0;0.10092495038833574;0.04794805584308378;0.08513867771124975;0.009807939141750596
117;0.16574901330892333;0.05214129870586973;0.06343974747911166;0.0;0.08768779195086221;0.027094791611406835;0.08476326869804299;0.007943459955767732
118;0.16782587533584753;0.054182721723611944;0.02950133991731812;0.0;0.07399600788791724;0.007490572748959045;0.09142643111052237;0.00688709918983282
119;0.17740007569029329;0.05028988507154979;0.006498408287532068;0.0;0.05191690569366581;0.0;0.09965022119609773;0.004940801856389409
120;0.18355125697075808;0.039734165381222895;0.0;0.0;0.030188732717463945;0.0;0.1077055983396544;0.0017799043963246004
121;0.19486919506644373;0.028061165660722247;0.0;0.0;0.010912596313952402;0.0;0.1138629125094194;0.0
122;0.23743434065511151;0.02186198391501059;0.0;0.0;0.0;0.0;0.11416847318473441;0.0
123;0.26623128932528417;0.018622825734433267;0.0;0.0;0.0;0.0;0.11080302904226727;0.0
124;0.28542992974811887;0.01682841405869373;0.0;0.0;0.0;0.002680756773921454;0.10685055941551422;0.0
125;0.30456811680637813;0.022019824098122906;0.027470150367791928;0.0;0.013779736400265918;0.026360143550834374;0.1007670652233045;0.0
126;0.34673305236048424;0.03982902951797348;0.0744773190682079;0.0;0.035696323597905213;0.051611821552093116;0.09192153280996518;0.005641188931861028
127;0.40380536597746847;0.07522760045162713;0.12063255121746799;0.0;0.06092671324398873;0.08073510803107117;0.08162672400566168;0.01586887646447719
128;0.38251236104444825;0.1022548459984248;0.11224582151798013;0.0;0.07878703069150031;0.09517953410187988;0.07347886073356313;0.031378988374452424
129;0.2856487983759741;0.07755655259453526;0.07234958686246942;0.0;0.04693198787697713;0.07100098049291864;0.05569997305164497;0.03687822871726633
130;0.24587208778895628;0.08466716144967787;0.04752632533737807;0.0;0.03885334570312002;0.06644702419818918;0.027266102863811474;0.01860436780097908
131;0.2479474527188936;0.1355081760526286;0.03569200276237627;0.0;0.08316650556627514;0.06522802152437579;0.004197734520816971;0.0
132;0.23831386923036466;0.14457606106563142;0.03734601514381804;0.0;0.09647215531130701;0.06580918928137827;0.0;0.0
133;0.2738678462635529;0.12751077760196372;0.05825988500610866;0.0;0.09030495370512007;0.06993384752000253;0.0;0.0
134;0.392698460814352;0.18703318336666913;0.13879628892691076;0.0;0.14205888684679766;0.10091742775785983;0.007955642362371833;0.0
135;0.5557700225038542;0.3006752019269055;0.29924183670056553;0.021768426880330947;0.23918525144308891;0.1825445449601956;0.03633456329530849;0.016155905500759307
136;0.6342604392328088;0.3385418253730839;0.451003898174527;0.09295995808056051;0.2651945918905051;0.2538966950861581;0.08217330717288812;0.051854084213226743
137;0.620785046076445;0.34580639688741943;0.4813778463648985;0.21776900855519693;0.22039380635535472;0.24749701604323712;0.15785111453179226;0.10542105685916056
138;0.6052520957779763;0.35971475279987136;0.3959330434029773;0.3708057646089303;0.1938488338042406;0.2019386922406795;0.27563728633395507;0.17218894935018844
139;0.5672581105641372;0.3772175877723322;0.2932220614434035;0.48940949756543733;0.19905902952318086;0.1550992619835646;0.40540761955198285;0.23618176585126746
140;0.5439306915545542;0.37935663068714115;0.23269665788279906;0.5538352222272765;0.2191661628753621;0.1391245030710517;0.50324430691816;0.2850683967913691
141;0.571806205579853;0.37592539776464845;0.18771813102570342;0.6010761204156879;0.2304075184555857;0.13631766486979735;0.583554010811408;0.3113405397767232
142;0.5907084926157946;0.3903912635160376;0.14466702513063903;0.6257719007714709;0.22541224887822717;0.1345435572729425;0.6726751508690121;0.32129455553186737
143;0.5643807146401594;0.41640942916892615;0.10870211495850829;0.627943506930503;0.2176483279807701;0.11900288363356096;0.7127776655734335;0.32774659988251964
144;0.5124422885650093;0.41690338663206894;0.09856822782692148;0.6342009918309641;0.24227260963172556;0.09017768619194771;0.7156579331925058;0.3152074466035681
145;0.46115771066176525;0.407154579061471;0.1176553794194155;0.6140229252618201;0.25539268395446035;0.10471795947440721;0.6865089994851095;0.25499186480617203
146;0.3851968838547328;0.3612226733842179;0.1481950718109546;0.49298977140847594;0.2775475778634745;0.1404568918467103;0.6143519326261996;0.21482960507183893
147;0.3470290458909149;0.3864498768396603;0.1725019064935867;0.3685379802970435;0.2175583893399633;0.18500552977981682;0.5602477064836356;0.2206322456320892
148;0.32006503382265605;0.27407213733428204;0.21497539316374545;0.33207208580133246;0.3049507397868237;0.22176127363415804;0.5213596405497554;0.26425461082948803
149;0.26527469717576296;0.3176731763270046;0.267393529940471;0.33056901318955884;0.27060381220639945;0.2569282000346962;0.4537509052301611;0.27148136990918037
150;0.24449128340826617;0.26758436596455426;0.2976488839267913;0.27932458965542956;0.29494156374983427;0.23897067861117702;0.40675401774698605;0.26857813531966696
151;0.2716492442434505;0.2668045179936461;0.2969564352604625;0.2751971044177032;0.26367400829945264;0.2028459551362357;0.403255366224572;0.23030921055868495
152;0.29219532828535444;0.23525305122775067;0.32600620694614046;0.20925186509297214;0.2552526292176548;0.1447688445984;0.3972725352728156;0.1616554859205564
153;0.2917473973577663;0.21682989542896527;0.2843161081140928;0.13665164085849235;0.2300590350372178;0.10087776680915594;0.31899123695561327;0.09028294922280991
154;0.30058608991423796;0.218586045813768;0.21482352278472883;0.10734564036077066;0.19584450221003308;0.10248835623572172;0.2640395110533731;0.07135804114557986
155;0.3677426241744886;0.2138155371144924;0.1681083919493213;0.14347167316167106;0.1747967322979724;0.1052150092967721;0.22965858555569527;0.0640583117715772
156;0.2933029700913858;0.20429041214349913;0.15631210477569793;0.14534946096981924;0.1702125868829032;0.08535723596490277;0.17157057807888487;0.06275555317754841
157;0.261073052699037;0.19869739121111682;0.12557974383610201;0.10146505940925282;0.17793028908127606;0.057157774794491197;0.11199655372733061;0.04492027848850228
158;0.32380846878382863;0.25268446295814484;0.09526502917228932;0.09286681488124324;0.20619196272331863;0.03531162168963865;0.07700633380365351;0.01927444418442671
159;0.4884117494105014;0.3881287865428216;0.07594676786182236;0.06889723708693027;0.2994748776821855;0.04315594623512445;0.0371395544298177;0.0
160;0.6251399172910647;0.41237686544770086;0.06258661447163236;0.02502297273933398;0.3299974862815806;0.0785238760750708;0.0013094877571555343;0.0
161;0.6697498189840373;0.3830154722771355;0.06291510837853745;0.010325860351041636;0.2737978117819566;0.131265935630191;0.0;0.0
162;0.6627412272201453;0.37848045523828344;0.07124498127799614;0.04113684406223652;0.26013017822487766;0.1749269393602521;0.0229349807468653;0.033176718565386815
163;0.6445048594489134;0.38629300921757664;0.08353204838875006;0.0907340330731285;0.24791209859544047;0.24439130380717014;0.09259702200879316;0.07200256103303801
164;0.6647221834926188;0.3797182573713586;0.0861176029568547;0.14689194623120572;0.26161490504494717;0.2799135164979713;0.18121674115373607;0.10424137386642804
165;0.7097339927266956;0.3822482397422383;0.08225557745361647;0.21529670808899734;0.2534188771560638;0.30366761967777384;0.27311269907677793;0.14573881518111817
166;0.822129755283875;0.40132591555719077;0.08611869217267562;0.34087781988049615;0.2717866771379129;0.3280058309164698;0.4073948098390385;0.19738853521048147
167;1.0;0.47073652846668257;0.11437623204729871;0.4712863706934755;0.30179784834138534;0.33291964766995213;0.5840824586657686;0.2524314613997537
168;1.0;0.518105337836138;0.16288221686500784;0.5044954327272928;0.3175580998091391;0.28467155874609923;0.7217398559088851;0.2769623733244962
169;1.0;0.6470267429989103;0.2125706244288568;0.643633710394498;0.32723500267957323;0.25141304160047384;0.8523124781026631;0.36066859596454093
170;1.0;0.6951707677280362;0.29415904740587884;0.8145430665473753;0.3349430324036072;0.29286815151615847;0.8906766537508054;0.4596982479366098
171;1.0;0.7359545287672418;0.417020683103251;0.7360306156869982;0.32803191158171624;0.3659149136001765;0.8628087360726492;0.5362187522898454
172;1.0;0.9551793875942732;0.47280114857982297;1.0;0.3450465343501845;0.4353304478802177;0.9988299898170043;0.6489341876928018
173;1.0;1.0;0.5376141251026134;1.0;0.3940306005324891;0.5178592688222534;1.0;0.7129006318158526
174;1.0;1.0;0.4636438044062362;1.0;0.42242636937754363;0.5889111671363338;1.0;0.6996534324355277
175;1.0;1.0;0.47825146193640855;1.0;0.405061037272576;0.5454986977286163;1.0;0.6601686099153268
176;1.0;0.9614141385709677;0.5810024407248934;1.0;0.3946508136444736;0.5550591498267654;1.0;0.6195493356855012
177;1.0;0.9741831083480262;0.49996420454983376;1.0;0.4310008615919442;0.5728691754957739;1.0;0.6032922460684967
178;1.0;0.905714983304011;0.473713901355015;0.8595663509186602;0.7699683932649205;0.5991822455804756;0.9988049794161318;0.5479379764330155
179;1.0;0.9305662338575812;0.5321158910294138;1.0;0.7530315356185592;0.653444150696687;0.8897779873780394;0.5676743642226224
180;1.0;0.8567048174376217;0.5589941613842133;1.0;0.6469442393759832;0.6851069681550713;0.8704784633424725;0.5941366643187578
181;1.0;0.7751056230016258;0.6283320039415424;1.0;0.4969530538504426;0.6994293385012491;0.9801896375458754;0.6828106647549634
182;1.0;0.7453700735565051;0.8193048144395165;1.0;0.42981274559233856;0.7890384132433649;1.0;0.8747068942471369
183;1.0;0.8191449542435791;0.8054610886976646;1.0;0.38573868643026965;0.987310887228914;1.0;1.0
184;0.9501428760225924;0.7857191415472867;0.9980984467166574;1.0;0.41852688299561824;1.0;1.0;1.0
185;1.0;0.6544329118902161;1.0;1.0;0.4218493992430186;1.0;1.0;1.0
186;0.6646009543673911;0.6033941183701631;1.0;1.0;0.4971271701417414;1.0;1.0;1.0
187;0.37953794006374314;0.5396785759081036;1.0;1.0;0.43642918248817025;1.0;1.0;1.0
188;0.7656737068862883;0.5254053332625961;1.0;1.0;0.4263795656577506;1.0;1.0;1.0
189;0.9446134541484369;0.734330352856626;1.0;1.0;0.5626126196716675;1.0;1.0;1.0
190;1.0;0.8354783962342418;1.0;1.0;0.6730307468663883;0.9041578824610864;1.0;1.0
191;1.0;0.8260723850853744;1.0;1.0;0.680238170495086;0.8030594291810706;1.0;1.0
192;1.0;0.7382224383798263;1.0;1.0;0.6338702167066441;0.6720561201016451;1.0;0.6694872263531754
193;1.0;0.7926568707214189;0.7598208002668286;1.0;0.5839294007463881;0.6669710883304871;1.0;0.6160267997911247
194;1.0;1.0;0.6543972977120128;0.8872828630849384;0.6766662797535871;0.6415988895924405;0.9335747751364942;0.6542689503255888
195;1.0;1.0;0.7097606548206619;1.0;1.0;0.7359801161659927;0.9990191775007555;0.8949660288423972
196;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
197;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
198;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
199;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
200;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
201;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
202;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
203;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
204;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
205;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
206;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
207;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
208;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
209;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
210;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
211;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
212;1.0;0.6705174251103421;1.0;0.0;1.0;1.0;0.0;1.0
213;1.0;0.42276360894332876;1.0;0.0;0.686553285417444;1.0;0.0;0.0
214;0.0;0.583930509319109;1.0;0.0;0.3012764496735891;1.0;0.0;0.0
215;0.0;1.0;0.0;0.0;0.20401818207958006;1.0;0.0;0.0
216;0.0;1.0;0.0;0.0;0.27503523671971936;1.0;0.0;0.0
217;0.0;1.0;0.0;0.0;0.5164635692191974;1.0;0.0;0.0
218;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0
219;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0
220;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0
221;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0
222;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
223;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
224;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
